band,sex,primary_dose,secondary_dose,year,population,quantity7,eyetot7,quantity14,eyetot14,quantity21,eyetot21,quantity28,eyetot28,quantity35,eyetot35,dppi40,quantity40,eyetot40,dppi41,quantity41,eyetot41,quantity46,eyetot46,quantity49,eyetot49,quantity56,eyetot56,quantity63,eyetot63,prim_maxeye,prim_maxload,prim_resist,prim_resist10,prim_toleye,prim_inf,presid_old,sec_maxeye,sec_maxload,sec_resist,sec_resist10,sec_toleye,sec_inf,sresid_old
2393,f,0,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,3028.525928,0,327238.7343,1,52668.06915,5,901.7589095,3.5,0,0,0,0,0,0,NA,5,327238.7343,327238.7343,5.514866031,5,1,-0.324123549
2394,m,750,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2395,f,0,30,2021,va,5.795861866,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,3.258433919,0,1380.077838,0,28.93603469,1,1.623424689,0,0,5.795861866,5.795861866,0.832244543,0,0,NA,1,1380.077838,1380.077838,3.140218156,1,1,0.065211298
2397,f,0,300,2021,va,3.616238232,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,3.616238232,3.616238232,0.664288214,0,0,NA,0,0,0,0,0,0,NA
2398,f,750,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,1.388314373,0,0,0,0,0,0,0,NA,0,1.388314373,0,0,0,0,NA
2399,f,750,7000,2021,va,6.26866657,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,11816.44796,0,69190.67605,1.5,26871.8093,2,36.52618992,1,0,6.26866657,6.26866657,0.861454747,0,0,NA,2,69190.67605,69190.67605,4.840053851,2,1,0.088807325
2411,m,750,300,2021,va,8.738784313,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,1.613831198,0,2.86187499,0,0,0,1.302691477,0,0,0,0,8.738784313,8.738784313,0.988504748,0,0,NA,0,2.86187499,0,0,0,0,NA
2412,f,750,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2413,f,750,0,2021,va,2349.441783,0,NA,0.5,NA,2,NA,1.5,NA,0,NA,NA,NA,41,5.129516912,0,3.59306602,0,3.573206314,0,4.388708076,0,0,0,2,2349.441783,2349.441783,3.371149499,0.5,1,0.11589389,0,4.388708076,3.573206314,0.660220794,0,0,NA
2415,f,0,30,2021,va,3.937634269,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,3.937634269,3.937634269,0.693518919,0,0,NA,0,0,0,0,0,0,NA
2416,m,0,300,2021,va,0.876961662,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0.876961662,0.876961662,0.273455402,0,0,NA,0,0,0,0,0,0,NA
2417,m,0,30,2021,va,0.731585688,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0.731585688,0.731585688,0.238443988,0,0,NA,0,0,0,0,0,0,NA
2418,m,0,7000,2021,va,5.577954107,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,8128.371877,0,146776.72,1.5,1333.92608,2.5,10.19013338,1,0,5.577954107,5.577954107,0.818090839,0,0,NA,2.5,146776.72,146776.72,5.166660137,2.5,1,0.047348375
2426,f,750,30,2021,va,556.2405644,0,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,3.041555949,0,NA,0,0,0,0.766412527,0,2.357789478,0,0.5,556.2405644,556.2405644,2.746042723,0.5,1,0.062984041,0,2.357789478,0,0,0,0,NA
2427,m,750,300,2021,va,12582.5023,1.5,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,0.657908661,0,0,0,0,0,0,0,0,0,1.5,12582.5023,12582.5023,4.099801533,1.5,1,0.027528624,0,0,0,0,0,0,NA
2429,f,0,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2433,m,750,30,2021,va,187.4335907,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,187.4335907,187.4335907,2.275158324,0,1,0.114609942,0,0,0,0,0,0,NA
2439,m,0,100,2021,va,0.84049428,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0.84049428,0.84049428,0.264934472,0,0,NA,0,0,0,0,0,0,NA
2442,f,750,30,2021,va,1474.2996,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,1474.2996,1474.2996,3.168880225,0,1,0.180685253,0,0,0,0,0,0,NA
2447,m,750,7000,2021,va,8448.823613,0.5,NA,1,NA,0,NA,0,NA,0,NA,NA,NA,41,1.733648328,0,0,0,0,0,0,0,0,0,1,8448.823613,8448.823613,3.926847643,1,1,0.090669889,0,0,0,0,0,0,NA
2450,m,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,539.2610754,0,29450.33206,1,23.75618171,1,0,0,0,0,0,0,NA,1,29450.33206,539.2610754,2.732603679,1,1,0.029621592
2453,m,750,7000,2021,va,7470.952192,0,NA,1.5,NA,0.5,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,1.5,0,0.5,0,0.5,1.5,7470.952192,7470.952192,3.873434084,1.5,1,0.00129828,1.5,0,0,0,1.5,1,-0.194293411
2454,m,750,100,2021,va,83.35593344,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,9.3311631,0,0,0,0,0,0,0,0,0,0,83.35593344,83.35593344,1.926115635,0,1,0.095127882,0,0,0,0,0,0,NA
2455,m,750,100,2021,va,120.1415033,0,NA,1,NA,1,NA,0,NA,0,NA,NA,NA,41,13.8529559,0,7.994287635,0,0,0,17.0964305,0,10.3630596,0,1,120.1415033,120.1415033,2.083292959,1,1,-0.063161599,0,17.0964305,0,0,0,1,0.055706589
2458,m,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2459,m,750,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,2.682232458,0,0,0,0,0,0,0,0,0,0,2.682232458,0,0,0,0,NA,0,0,0,0,0,0,NA
2460,m,0,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,1.5,90783.25887,3.5,3326.136417,4,19.75380782,1,0,0,0,0,0,0,NA,4,90783.25887,90783.25887,4.958010553,4,1,-0.229499291
2462,f,750,30,2021,va,193.8524386,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0.385845393,0,0,0,0,0,0,0,0,0,0,193.8524386,193.8524386,2.289705845,0,1,0.115492909,0,0,0,0,0,0,NA
2465,f,750,300,2021,va,20762.80507,0,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,5.554510702,0,0,0,0,0,0,0,0,0,0.5,20762.80507,20762.80507,4.317306943,0.5,1,0.220927312,0,0,0,0,0,0,NA
2471,m,0,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2472,f,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0.863692481,0,0,0,0,0,0,0,0,0,0,0.863692481,0,0,0,0,NA,0,0,0,0,0,0,NA
2473,m,750,30,2021,va,12411.79429,0,NA,1,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0.390147871,0,0,0,0,0,0,0,1,12411.79429,12411.79429,4.093869558,1,1,0.110153469,0,0.390147871,0,0,0,0,NA
2474,f,750,300,2021,va,2.373632597,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,129.9688727,0,2393.653493,0,10.81907253,0,0,0,0,2.373632597,2.373632597,0.528097784,0,0,NA,0,2393.653493,2393.653493,3.37924268,0,1,0.254744046
2475,m,0,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2485,m,750,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,14836.93369,0.5,100356.1379,3.5,107.7094889,2.5,27.13366546,0,0,0,0,0,0,0,NA,3.5,100356.1379,100356.1379,5.001548267,3.5,1,-0.140588806
2487,m,0,0,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2489,m,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2490,f,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,1.623206336,0,0,0,0,0,0,0,NA,0,1.623206336,0,0,0,0,NA
2493,f,0,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2495,m,750,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2496,m,750,300,2021,va,155733.1734,1,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0.831013576,0,0,0,0,0,1,155733.1734,155733.1734,5.192383922,1,1,0.257565578,0,0.831013576,0.831013576,0.262691564,0,0,NA
2497,m,0,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,2006.748277,0,81292.14063,1.5,36083.75271,2,827.5798483,2,0,0,0,0,0,0,NA,2,81292.14063,81292.14063,4.910053902,2,1,0.097709215
2498,f,0,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2499,m,750,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,4056.64836,0,115502.2111,0.5,125.3810139,0.5,3.46897249,0,0,0,0,0,0,0,NA,0.5,115502.2111,115502.2111,5.062594058,0.5,1,0.367255182
2502,f,750,100,2021,va,151.4116055,0,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0.5,151.4116055,151.4116055,2.183018038,0.5,1,0.025819669,0,0,0,0,0,0,NA
2503,m,0,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,1.794871879,0,0,0,0,0,0,0,NA,0,1.794871879,0,0,0,0,NA
2505,m,750,300,2021,va,78169.77526,1.5,NA,3,NA,0.5,NA,0,NA,0,NA,NA,NA,41,0,0,1.280011596,0,1.639144395,0,0,0,0,0,3,78169.77526,78169.77526,4.893044419,3,1,-0.118661566,0,1.639144395,1.639144395,0.421463152,0,0,NA
2511,m,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,1.215782491,0,0,0,0,0,0,0,0,0,NA,0,1.215782491,0,0,0,0,NA
2512,f,0,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,129.0314887,0,22983.28116,0.5,1.02209157,0,0.962157119,0,0,0,0,0,0,0,NA,0.5,22983.28116,22983.28116,4.361430926,0.5,1,0.279559982
2513,f,750,0,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2515,f,750,300,2021,va,0.865825151,0,NA,1.5,NA,0,NA,0,NA,0,NA,NA,NA,41,42.40700718,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,42.40700718,0.865825151,0.270870943,1.5,1,-0.212287678,NA,NA,NA,NA,NA,NA,NA
2516,f,750,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2519,f,750,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2520,f,750,30,2021,va,1042.184989,0,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,192.4878099,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1042.184989,1042.184989,3.018361329,0.5,1,0.084446862,NA,NA,NA,NA,NA,NA,NA
2521,m,750,30,2021,va,92183.55187,0.5,NA,1.5,NA,1,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,1.5,92183.55187,92183.55187,4.964658149,1.5,1,0.141459973,0,0,0,0,0,0,NA
2522,m,750,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2527,m,750,0,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2535,m,750,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2537,f,0,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2538,f,0,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2539,m,750,300,2021,va,191.546909,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,191.546909,191.546909,2.284536551,0,1,0.115178481,0,0,0,0,0,0,NA
2540,f,750,7000,2021,va,7584.083804,0,NA,2.5,NA,2,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0.907210085,0,0.919348878,0,0,0,2.5,7584.083804,7584.083804,3.879960383,2.5,1,-0.164635677,0,0.919348878,0.907210085,0.280398535,0,0,NA
2541,f,750,7000,2021,va,10072.54338,0.5,NA,1,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,3.679267396,0,1,10072.54338,10072.54338,4.003182261,1,1,0.099462318,0,3.679267396,0,0,0,0,NA
2542,m,750,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,314.8346194,0,345499.6642,0.5,3159.639302,2,208.4777905,0,0,0,0,0,0,0,NA,2,345499.6642,345499.6642,5.538448887,2,1,0.178940211
2543,m,750,100,2021,va,84381.90213,0.5,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,32.44628966,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,84381.90213,84381.90213,4.926254458,0.5,1,0.302686627,NA,NA,NA,NA,NA,NA,NA
2545,m,0,30,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2546,f,0,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,108.0621346,0,24430.08382,1,101.3770307,1,32.12177959,0,0,0,0,0,0,0,NA,1,24430.08382,24430.08382,4.387942734,1,1,0.199419402
2549,m,750,100,2021,va,13.38512719,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,457.5656377,0,34114.9935,1,217.3059275,1.5,5.873400796,0,0,13.38512719,13.38512719,1.157913706,0,0,NA,1.5,34114.9935,34114.9935,4.532958023,1.5,1,0.133752419
2550,m,0,300,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,10193.31925,0,30786.20356,0,23601.73813,1.5,17.12061663,0,0,0,0,0,0,0,NA,1.5,30786.20356,30786.20356,4.488370243,1.5,1,0.128285353
2555,f,0,100,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0.755554178,0,0,0,0,0,0,0,NA,0,0.755554178,0,0,0,0,NA
2556,f,750,30,2021,va,14.02841174,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,14.02841174,14.02841174,1.176913085,0,0,NA,0,0,0,0,0,0,NA
2558,f,0,100,2021,va,2.028822601,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,2.028822601,2.028822601,0.481273837,0,0,NA,0,0,0,0,0,0,NA
2559,m,0,7000,2021,va,2.165593037,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,2012.848075,0,31483.01195,2.5,201255.7518,5.5,2246.662725,5,0,2.165593037,2.165593037,0.500455082,0,0,NA,5.5,201255.7518,31483.01195,4.498090069,5.5,1,-0.537192112
2563,f,0,300,2021,va,14.07977062,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,14.07977062,14.07977062,1.178394735,0,0,NA,0,0,0,0,0,0,NA
2564,f,750,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA
2565,f,0,7000,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,35.54981169,0,102175.5325,1,767.3945203,2,9.064939353,2,0,0,0,0,0,0,NA,2,102175.5325,102175.5325,5.00935116,2,1,0.110412308
2567,f,750,30,2021,va,756.5853868,0,NA,0.5,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0,0,0.5,756.5853868,756.5853868,2.879431589,0.5,1,0.073198443,0,0,0,0,0,0,NA
2569,m,0,0,2021,va,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,41,0,0,0,0,0,0,0,0,0.6957742,0,0,0,0,0,0,0,NA,0,0.6957742,0,0,0,0,NA
