"band","sex","primary_dose","secondary_dose","population","dppi46","quantity46","eyetot46","dppi49","quantity49","eyetot49","dppi56","quantity56","eyetot56","dppi63","quantity63","eyetot63","sec_maxeye","sec_maxload","year.x","sec_resist","sec_resist10","sec_toleye","sec_inf","sresid","dppi7","quantity7","eyetot7","dppi14","quantity14","eyetot14","dppi21","quantity21","eyetot21","dppi28","quantity28","eyetot28","dppi35","quantity35","eyetot35","dppi40","quantity40","eyetot40","dppi41","quantity41","eyetot41","year.y","prim_maxeye","prim_maxload","prim_resist","prim_resist10","prim_toleye","prim_inf","presid"
549,"m","0","100","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
551,"f","0","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
565,"f","0","7000","az",46,140.4973939,0,49,230880.6826,NA,56,1016.422993,4,NA,NA,NA,4,230880.6826,"2022",230880.6826,5.36338947877555,4,1,-0.177142492974627,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
569,"m","0","30","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
570,"m","750","100","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,57648.51049,1,14,NA,1.5,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",1.5,57648.51049,57648.51049,4.76079562399161,1.5,1,0.112920715992295
571,"f","750","0","az",46,9.607427205,0,49,0,0,56,0,0,NA,NA,NA,0,9.607427205,"2021",0,0,0,0,NA,7,272321.8046,2,14,NA,5,21,NA,3.5,28,NA,1,35,NA,0,NA,NA,NA,41,4.401469489,0,"2021",5,272321.8046,272321.8046,5.43508401114257,5,1,-0.373432149335222
573,"f","750","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
574,"f","750","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
577,"f","0","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
578,"f","0","7000","az",46,33677.03482,1,49,89552.07319,NA,56,217880.6148,5.5,NA,NA,NA,5.5,217880.6148,"2022",89552.07319,4.95208049411088,5.5,1,-0.480257732020053,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
582,"f","750","7000","az",46,3.691313617,0,49,81.32661621,NA,56,30.89944918,0,NA,NA,NA,0,81.32661621,"2022",81.32661621,1.91554026539906,0,1,0.137709231070874,7,56761.96298,3,14,304.6128398,2,21,NA,1,28,NA,1.5,35,NA,0,40,6.854166603,0,41,NA,0,"2022",3,56761.96298,56761.96298,4.75406505719203,3,1,-0.138006465274734
583,"f","750","na","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,107984.1486,0.5,14,NA,2,21,NA,2.5,28,NA,3.5,35,NA,3,NA,NA,NA,41,126712.8962,4.5,"2021",4.5,126712.8962,107984.1486,5.03336403025935,2,1,0.0679258615414328
584,"f","750","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
590,"f","750","30","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
595,"f","0","100","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
596,"m","0","100","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
598,"m","0","0","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
599,"m","750","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0.990650217,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0.990650217,0,0,0,0,NA
600,"f","750","100","az",46,6.311288617,0,49,2.013385323,NA,56,0,0,NA,NA,NA,0,6.311288617,"2022",2.013385323,0.479054668664077,0,0,NA,7,257.0514956,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,257.0514956,257.0514956,2.41170638047222,0,1,0.123132791337012
638,"m","750","100","az",46,1.173320369,0,49,0,0,56,0,0,NA,NA,NA,0,1.173320369,"2021",0,0,0,0,NA,7,231959.2191,1.5,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0.661930119,0,"2021",1.5,231959.2191,231959.2191,5.36541351029292,1.5,1,0.199603280256176
642,"f","0","30","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
682,"m","0","300","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,1.409073629,0,"2021",0,1.409073629,0,0,0,0,NA
688,"f","0","300","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,1.12902069,0,"2021",0,1.12902069,0,0,0,0,NA
803,"f","750","100","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
805,"f","0","7000","az",46,18728.38866,0.5,49,34840.73261,NA,56,13965.99365,5,NA,NA,NA,5,34840.73261,"2022",34840.73261,4.54209974347262,5,1,-0.448456325437064,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
809,"m","750","100","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
810,"f","750","na","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,188208.3197,0.5,14,NA,3,21,NA,2.5,28,NA,5,35,NA,5.5,NA,NA,NA,41,18629.49049,4,"2021",5.5,188208.3197,188208.3197,5.27464112490457,3,1,-0.0637478422016422
811,"f","750","7000","az",46,1014.802678,0,49,23209.18033,NA,56,1527.161902,4,NA,NA,NA,4,23209.18033,"2022",23209.18033,4.36567851469201,4,1,-0.303262628428213,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
812,"m","750","300","az",46,2199.514712,0,49,24870.5204,NA,56,46475.83745,6,NA,NA,NA,6,46475.83745,"2022",24870.5204,4.39570233457222,6,1,-0.632977216723697,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
813,"f","0","7000","az",46,1350.931044,0,49,197260.9414,1,56,10.6105047,0.5,NA,NA,NA,1,197260.9414,"2021",197260.9414,5.29504330302037,1,1,0.313982340688354,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
814,"f","750","7000","az",46,1.469526857,0,49,0,0,56,0,0,NA,NA,NA,0,1.469526857,"2021",0,0,0,0,NA,7,109760.2709,1,14,NA,2,21,NA,0.5,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",2,109760.2709,109760.2709,5.04044912698569,2,1,0.068941028100991
820,"f","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11101.04263,1,14,1686.341507,1.5,21,NA,2,28,NA,3,35,NA,3,40,83490.58328,3,41,NA,3,"2022",3,83490.58328,11101.04263,4.04540289061773,1.5,1,0.0210735109860857
827,"m","0","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
830,"m","750","0","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
831,"m","750","30","az",46,4.913082098,0,49,0,0,56,1.342809973,0,NA,NA,NA,0,4.913082098,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,1.240840109,0,"2021",0,1.240840109,0,0,0,0,NA
833,"m","0","300","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
837,"f","750","300","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,35912.62002,0.5,14,NA,1,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,2.430242668,0,"2021",1,35912.62002,35912.62002,4.55525918333473,1,1,0.168426596454156
841,"f","750","100","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
843,"f","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,28497.12726,0.5,14,4226.430013,3,21,NA,3,28,NA,2.5,35,NA,2,40,2.808179579,2,41,NA,1.5,"2022",3,28497.12726,28497.12726,4.45481632150427,3,1,-0.178113515310507
844,"m","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10459.0212,1,14,31730.26198,2,21,NA,2.5,28,NA,3,35,NA,1,40,18.64080334,0,41,NA,0,"2022",3,31730.26198,10459.0212,4.0195325647448,2,1,-0.0652963740337372
847,"m","750","300","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
850,"m","750","300","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
854,"m","0","100","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
855,"m","0","30","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
857,"f","750","100","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,14102.78554,0,14,NA,2,21,NA,0.5,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",2,14102.78554,14102.78554,4.14933569552618,2,1,-0.0498451915438154
865,"m","750","30","az",46,0,0,49,0.342712922,0,56,0,0,NA,NA,NA,0,0.342712922,"2021",0.342712922,0.127983168500056,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
866,"m","0","30","az",46,0,0,49,0,NA,56,1.483586522,0,NA,NA,NA,0,1.483586522,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
867,"m","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,48084.12356,1,14,95.30524969,2,21,NA,1,28,NA,0,35,NA,0.5,40,15.09186102,0,41,NA,0,"2022",2,48084.12356,48084.12356,4.68201073635087,2,1,0.0187996815695762
869,"m","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26527.05677,0,14,9712.615145,1,21,NA,2,28,NA,2.5,35,NA,2,40,11349.91747,0,41,NA,1.5,"2022",2.5,26527.05677,26527.05677,4.42370543826069,1,1,0.151185037107901
873,"m","750","na","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20995.39286,0,14,NA,2.5,21,NA,3.5,28,NA,2,35,NA,2,NA,NA,NA,41,144.6663169,2,"2021",3.5,20995.39286,20995.39286,4.32214469018364,2.5,1,-0.111795181218362
875,"m","750","30","az",46,2.783786498,0,49,0,NA,56,0,0,NA,NA,NA,0,2.783786498,"2022",0,0,0,0,NA,7,13.70949138,0,14,1229.226374,1,21,NA,0,28,NA,0,35,NA,0,40,3.172810484,0,41,NA,0,"2022",1,1229.226374,13.70949138,1.16759765609406,1,1,-0.10397320778745
877,"m","750","30","az",46,41.39650048,0,49,2.055337584,NA,56,3.454999476,0,NA,NA,NA,0,41.39650048,"2022",2.055337584,0.485059202391525,0,1,0.07055756564511,7,0,0,14,19.3957983,0,21,NA,1.5,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",1.5,19.3957983,0,0,0,1,0.0322703738560235
878,"m","0","300","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
879,"f","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,140670.2116,0.5,14,21250.006,2,NA,NA,NA,28,NA,3,35,NA,3,40,55848.97998,3,41,NA,0,"2022",3,140670.2116,140670.2116,5.14820522804946,2,1,0.0844791296040453
885,"f","0","100","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
886,"m","750","300","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,76.18193644,0,14,NA,2,21,NA,3,28,NA,2,35,NA,1,NA,NA,NA,41,34.4509012,1,"2021",3,76.18193644,76.18193644,1.88751567051235,2,1,-0.240167829512528
889,"m","0","100","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
895,"f","750","7000","az",46,9407.092017,0,49,50176.504,NA,56,694.8227077,3,NA,NA,NA,3,50176.504,"2022",50176.504,4.70050905422875,3,1,-0.095449817462447,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
897,"f","0","300","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
899,"f","750","0","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,114375.1762,1,14,20335.21518,6,21,NA,2,28,NA,1,35,NA,0,40,15.92310293,0,41,NA,0,"2022",6,114375.1762,114375.1762,5.05833557321259,6,1,-0.595159121747413
901,"f","750","100","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,105116.5492,0.5,14,70166.36911,5,21,NA,4.5,28,NA,2.5,35,NA,0,40,214.0774048,0,41,NA,0,"2022",5,105116.5492,105116.5492,5.02167522682259,5,1,-0.433747079342288
909,"f","750","100","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,79422.59769,1,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",1,79422.59769,79422.59769,4.89994955562545,1,1,0.215643383517092
911,"m","0","300","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
917,"m","750","7000","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
920,"f","0","7000","az",46,1972.222486,0.5,49,48523.77201,NA,56,297879.7254,6,NA,NA,NA,6,297879.7254,"2022",48523.77201,4.68596350356516,6,1,-0.597270157683946,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
921,"m","750","7000","az",46,36280.82359,0,49,98337.62259,2,56,0,0,NA,NA,NA,2,98337.62259,"2021",98337.62259,4.99272412091823,2,1,0.108279612659478,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
922,"m","750","7000","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
923,"m","750","300","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
924,"f","750","na","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,37772.81472,2,14,NA,3,21,NA,3,28,NA,3,35,NA,3,NA,NA,NA,41,101864.8853,4,"2021",4,101864.8853,37772.81472,4.57719084578037,3,1,-0.161987453187484
931,"m","0","0","az",46,0,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
932,"m","0","100","az",46,0,0,49,0,NA,56,11492.92938,2,NA,NA,NA,2,11492.92938,"2022",0,0,2,1,-0.277626744427717,7,1.651975648,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,1.651975648,1.651975648,0.423569531803708,0,0,NA
944,"f","0","100","az",46,NA,0,49,0,0,56,0,0,NA,NA,NA,0,0,"2021",0,0,0,0,NA,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
948,"m","750","300","az",46,568.3457056,0,49,75358.44616,NA,56,76482.65045,4.5,NA,NA,NA,4.5,76482.65045,"2022",75358.44616,4.87713769803137,4.5,1,-0.323149315114535,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
950,"f","750","7000","az",46,6.737069153,0,49,11.73452079,NA,56,26.15771327,0,NA,NA,NA,0,26.15771327,"2022",11.73452079,1.10498260676532,0,1,0.0948454092335939,7,67305.36198,0,14,1153.058367,3,21,NA,0.5,28,NA,1,35,NA,0,40,0.71156118,0,41,NA,0,"2022",3,67305.36198,67305.36198,4.82805611685729,3,1,-0.12775860438697
954,"m","0","0","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
960,"m","750","na","az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10635.85306,0,14,NA,3,21,NA,4,28,NA,4,35,NA,3,NA,NA,NA,41,22199.30142,3,"2021",4,22199.30142,10635.85306,4.02681315983614,3,1,-0.231110657976363
964,"m","0","300","az",46,4521.950716,0,49,110302.557,2,56,4.364508644,0,NA,NA,NA,2,110302.557,"2021",110302.557,5.04258951752237,2,1,0.114681826904364,7,0,0,14,NA,0,21,NA,0,28,NA,0,35,NA,0,NA,NA,NA,41,0,0,"2021",0,0,0,0,0,0,NA
965,"f","750","30","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
966,"f","750","0","az",46,0,0,49,0,NA,56,0,0,NA,NA,NA,0,0,"2022",0,0,0,0,NA,7,0,0,14,0,0,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0,0,0,0,0,0,NA
967,"f","750","7000","az",46,21559.18079,0,49,187915.2764,NA,56,1566.125204,1.5,NA,NA,NA,1.5,187915.2764,"2022",187915.2764,5.27396439821956,1.5,1,0.227913984950956,7,0,0,14,0,0.5,21,NA,0,28,NA,0,35,NA,0,40,0,0,41,NA,0,"2022",0.5,0,0,0,0.5,1,-0.0510629594773098
968,"m","750","7000","az",46,0,0,49,3764.925169,NA,56,0,0,NA,NA,NA,0,3764.925169,"2022",3764.925169,3.57587168609667,0,1,0.274633234329112,7,131.9551908,0,14,216.3550732,1,21,NA,0.5,28,NA,0,35,NA,0,40,0.840334592,0,41,NA,0,"2022",1,216.3550732,131.9551908,2.12370529760433,1,1,-0.060904670573468
